date,state,sex,age,ethnicity,population
2020-01-01,Malaysia,overall_sex,70-74,overall_ethnicity,611.4
2020-01-01,Malaysia,overall_sex,75-79,overall_ethnicity,329.3
2020-01-01,Malaysia,overall_sex,80-84,overall_ethnicity,194.6
2020-01-01,Malaysia,overall_sex,85+,overall_ethnicity,138.5
2020-01-01,Malaysia,male,overall_age,overall_ethnicity,16966.2
2020-01-01,Malaysia,male,0-4,overall_ethnicity,1286.4
2020-01-01,Malaysia,male,5-9,overall_ethnicity,1368.1
2020-01-01,Malaysia,male,10-14,overall_ethnicity,1351.6
2020-01-01,Malaysia,male,15-19,overall_ethnicity,1488.6
2020-01-01,Malaysia,male,20-24,overall_ethnicity,1544.6
2020-01-01,Malaysia,male,25-29,overall_ethnicity,1581.6
2020-01-01,Malaysia,male,30-34,overall_ethnicity,1565.0
2020-01-01,Malaysia,male,35-39,overall_ethnicity,1464.4
2020-01-01,Malaysia,male,40-44,overall_ethnicity,1167.1
2020-01-01,Malaysia,male,45-49,overall_ethnicity,957.8
2020-01-01,Malaysia,male,50-54,overall_ethnicity,804.0
2020-01-01,Malaysia,male,55-59,overall_ethnicity,743.4
2020-01-01,Malaysia,male,60-64,overall_ethnicity,576.8
2020-01-01,Malaysia,male,65-69,overall_ethnicity,457.0
2020-01-01,Malaysia,male,70-74,overall_ethnicity,297.6
2020-01-01,Malaysia,male,75-79,overall_ethnicity,156.5
2020-01-01,Malaysia,male,80-84,overall_ethnicity,89.2
2020-01-01,Malaysia,male,85+,overall_ethnicity,66.5
2020-01-01,Malaysia,female,overall_age,overall_ethnicity,15481.2
2020-01-01,Malaysia,female,0-4,overall_ethnicity,1233.0
2020-01-01,Malaysia,female,5-9,overall_ethnicity,1273.1
2020-01-01,Malaysia,female,10-14,overall_ethnicity,1259.6
2020-01-01,Malaysia,female,15-19,overall_ethnicity,1350.9
2020-01-01,Malaysia,female,20-24,overall_ethnicity,1322.4
2020-01-01,Malaysia,female,25-29,overall_ethnicity,1310.0
2020-01-01,Malaysia,female,30-34,overall_ethnicity,1342.1
2020-01-01,Malaysia,female,35-39,overall_ethnicity,1278.2
2020-01-01,Malaysia,female,40-44,overall_ethnicity,1027.7
2020-01-01,Malaysia,female,45-49,overall_ethnicity,885.9
2020-01-01,Malaysia,female,50-54,overall_ethnicity,782.0
2020-01-01,Malaysia,female,55-59,overall_ethnicity,716.4
2020-01-01,Malaysia,female,60-64,overall_ethnicity,575.2
2020-01-01,Malaysia,female,65-69,overall_ethnicity,460.4
2020-01-01,Malaysia,female,70-74,overall_ethnicity,313.8
2020-01-01,Malaysia,female,75-79,overall_ethnicity,172.8
2020-01-01,Malaysia,female,80-84,overall_ethnicity,105.5
2020-01-01,Malaysia,female,85+,overall_ethnicity,72.0
2020-01-01,Malaysia,overall_sex,overall_age,bumi_malay,16913.0
2020-01-01,Malaysia,overall_sex,0-4,bumi_malay,1477.8
2020-01-01,Malaysia,overall_sex,5-9,bumi_malay,1508.2
2020-01-01,Malaysia,overall_sex,10-14,bumi_malay,1412.8
2020-01-01,Malaysia,overall_sex,15-19,bumi_malay,1640.8
2020-01-01,Malaysia,overall_sex,20-24,bumi_malay,1485.9
2020-01-01,Malaysia,overall_sex,25-29,bumi_malay,1383.0
2020-01-01,Malaysia,overall_sex,30-34,bumi_malay,1458.0
2020-01-01,Malaysia,overall_sex,35-39,bumi_malay,1373.2
2020-01-01,Malaysia,overall_sex,40-44,bumi_malay,1085.5
2020-01-01,Malaysia,overall_sex,45-49,bumi_malay,908.1
2020-01-01,Malaysia,overall_sex,50-54,bumi_malay,789.3
2020-01-01,Malaysia,overall_sex,55-59,bumi_malay,737.3
2020-01-01,Malaysia,overall_sex,60-64,bumi_malay,573.0
2020-01-01,Malaysia,overall_sex,65-69,bumi_malay,469.2
2020-01-01,Malaysia,overall_sex,70-74,bumi_malay,306.4
2020-01-01,Malaysia,overall_sex,75-79,bumi_malay,155.6
2020-01-01,Malaysia,overall_sex,80-84,bumi_malay,87.7
2020-01-01,Malaysia,overall_sex,85+,bumi_malay,61.2
2020-01-01,Malaysia,male,overall_age,bumi_malay,8563.7
2020-01-01,Malaysia,male,0-4,bumi_malay,753.6
2020-01-01,Malaysia,male,5-9,bumi_malay,779.2
2020-01-01,Malaysia,male,10-14,bumi_malay,730.5
2020-01-01,Malaysia,male,15-19,bumi_malay,853.7
2020-01-01,Malaysia,male,20-24,bumi_malay,761.8
2020-01-01,Malaysia,male,25-29,bumi_malay,696.0
2020-01-01,Malaysia,male,30-34,bumi_malay,727.0
2020-01-01,Malaysia,male,35-39,bumi_malay,694.3
2020-01-01,Malaysia,male,40-44,bumi_malay,554.7
2020-01-01,Malaysia,male,45-49,bumi_malay,458.1
2020-01-01,Malaysia,male,50-54,bumi_malay,391.2
2020-01-01,Malaysia,male,55-59,bumi_malay,367.8
2020-01-01,Malaysia,male,60-64,bumi_malay,280.6
2020-01-01,Malaysia,male,65-69,bumi_malay,230.7
2020-01-01,Malaysia,male,70-74,bumi_malay,147.0
2020-01-01,Malaysia,male,75-79,bumi_malay,71.1
2020-01-01,Malaysia,male,80-84,bumi_malay,37.9
2020-01-01,Malaysia,male,85+,bumi_malay,28.4
2020-01-01,Malaysia,female,overall_age,bumi_malay,8349.3
2020-01-01,Malaysia,female,0-4,bumi_malay,724.2
2020-01-01,Malaysia,female,5-9,bumi_malay,728.9
2020-01-01,Malaysia,female,10-14,bumi_malay,682.4
2020-01-01,Malaysia,female,15-19,bumi_malay,787.1
2020-01-01,Malaysia,female,20-24,bumi_malay,724.1
2020-01-01,Malaysia,female,25-29,bumi_malay,687.0
2020-01-01,Malaysia,female,30-34,bumi_malay,731.0
2020-01-01,Malaysia,female,35-39,bumi_malay,678.9
2020-01-01,Malaysia,female,40-44,bumi_malay,530.8
2020-01-01,Malaysia,female,45-49,bumi_malay,450.0
2020-01-01,Malaysia,female,50-54,bumi_malay,398.1
2020-01-01,Malaysia,female,55-59,bumi_malay,369.4
2020-01-01,Malaysia,female,60-64,bumi_malay,292.4
2020-01-01,Malaysia,female,65-69,bumi_malay,238.5
2020-01-01,Malaysia,female,70-74,bumi_malay,159.4
2020-01-01,Malaysia,female,75-79,bumi_malay,84.5
2020-01-01,Malaysia,female,80-84,bumi_malay,49.8
2020-01-01,Malaysia,female,85+,bumi_malay,32.8
2020-01-01,Malaysia,overall_sex,overall_age,bumi_other,3736.5
2020-01-01,Malaysia,overall_sex,0-4,bumi_other,297.8
2020-01-01,Malaysia,overall_sex,5-9,bumi_other,300.6
2020-01-01,Malaysia,overall_sex,10-14,bumi_other,379.6
2020-01-01,Malaysia,overall_sex,15-19,bumi_other,355.6
2020-01-01,Malaysia,overall_sex,20-24,bumi_other,339.7
2020-01-01,Malaysia,overall_sex,25-29,bumi_other,346.4
2020-01-01,Malaysia,overall_sex,30-34,bumi_other,320.2
2020-01-01,Malaysia,overall_sex,35-39,bumi_other,299.2
2020-01-01,Malaysia,overall_sex,40-44,bumi_other,223.6
2020-01-01,Malaysia,overall_sex,45-49,bumi_other,199.6
2020-01-01,Malaysia,overall_sex,50-54,bumi_other,176.8
2020-01-01,Malaysia,overall_sex,55-59,bumi_other,151.9
2020-01-01,Malaysia,overall_sex,60-64,bumi_other,116.7
2020-01-01,Malaysia,overall_sex,65-69,bumi_other,95.3
2020-01-01,Malaysia,overall_sex,70-74,bumi_other,58.4
2020-01-01,Malaysia,overall_sex,75-79,bumi_other,37.4
2020-01-01,Malaysia,overall_sex,80-84,bumi_other,20.1
2020-01-01,Malaysia,overall_sex,85+,bumi_other,17.6
2020-01-01,Malaysia,male,overall_age,bumi_other,1888.1
2020-01-01,Malaysia,male,0-4,bumi_other,153.8
2020-01-01,Malaysia,male,5-9,bumi_other,154.8
2020-01-01,Malaysia,male,10-14,bumi_other,194.7
2020-01-01,Malaysia,male,15-19,bumi_other,181.3
2020-01-01,Malaysia,male,20-24,bumi_other,170.0
2020-01-01,Malaysia,male,25-29,bumi_other,171.8
2020-01-01,Malaysia,male,30-34,bumi_other,158.0
2020-01-01,Malaysia,male,35-39,bumi_other,150.7
2020-01-01,Malaysia,male,40-44,bumi_other,111.9
2020-01-01,Malaysia,male,45-49,bumi_other,98.7
2020-01-01,Malaysia,male,50-54,bumi_other,89.3
2020-01-01,Malaysia,male,55-59,bumi_other,76.3
2020-01-01,Malaysia,male,60-64,bumi_other,60.0
2020-01-01,Malaysia,male,65-69,bumi_other,50.5
2020-01-01,Malaysia,male,70-74,bumi_other,28.7
2020-01-01,Malaysia,male,75-79,bumi_other,18.8
2020-01-01,Malaysia,male,80-84,bumi_other,9.8
2020-01-01,Malaysia,male,85+,bumi_other,8.9
2020-01-01,Malaysia,female,overall_age,bumi_other,1848.5
2020-01-01,Malaysia,female,0-4,bumi_other,144.0
2020-01-01,Malaysia,female,5-9,bumi_other,145.8
2020-01-01,Malaysia,female,10-14,bumi_other,184.9
2020-01-01,Malaysia,female,15-19,bumi_other,174.3
2020-01-01,Malaysia,female,20-24,bumi_other,169.6
2020-01-01,Malaysia,female,25-29,bumi_other,174.6
2020-01-01,Malaysia,female,30-34,bumi_other,162.2
2020-01-01,Malaysia,female,35-39,bumi_other,148.5
2020-01-01,Malaysia,female,40-44,bumi_other,111.8
2020-01-01,Malaysia,female,45-49,bumi_other,100.9
2020-01-01,Malaysia,female,50-54,bumi_other,87.5
2020-01-01,Malaysia,female,55-59,bumi_other,75.6
2020-01-01,Malaysia,female,60-64,bumi_other,56.7
2020-01-01,Malaysia,female,65-69,bumi_other,44.8
2020-01-01,Malaysia,female,70-74,bumi_other,29.7
2020-01-01,Malaysia,female,75-79,bumi_other,18.6
2020-01-01,Malaysia,female,80-84,bumi_other,10.3
2020-01-01,Malaysia,female,85+,bumi_other,8.7
2020-01-01,Malaysia,overall_sex,overall_age,chinese,6892.4
2020-01-01,Malaysia,overall_sex,0-4,chinese,412.3
2020-01-01,Malaysia,overall_sex,5-9,chinese,512.3
2020-01-01,Malaysia,overall_sex,10-14,chinese,564.4
2020-01-01,Malaysia,overall_sex,15-19,chinese,513.7
2020-01-01,Malaysia,overall_sex,20-24,chinese,485.0
2020-01-01,Malaysia,overall_sex,25-29,chinese,488.5
2020-01-01,Malaysia,overall_sex,30-34,chinese,529.2
2020-01-01,Malaysia,overall_sex,35-39,chinese,578.3
2020-01-01,Malaysia,overall_sex,40-44,chinese,524.6
2020-01-01,Malaysia,overall_sex,45-49,chinese,481.9
2020-01-01,Malaysia,overall_sex,50-54,chinese,435.9
2020-01-01,Malaysia,overall_sex,55-59,chinese,417.0
2020-01-01,Malaysia,overall_sex,60-64,chinese,347.0
2020-01-01,Malaysia,overall_sex,65-69,chinese,231.7
2020-01-01,Malaysia,overall_sex,70-74,chinese,174.2
2020-01-01,Malaysia,overall_sex,75-79,chinese,100.1
2020-01-01,Malaysia,overall_sex,80-84,chinese,62.6
2020-01-01,Malaysia,overall_sex,85+,chinese,33.8
2020-01-01,Malaysia,male,overall_age,chinese,3517.8
2020-01-01,Malaysia,male,0-4,chinese,208.0
2020-01-01,Malaysia,male,5-9,chinese,266.5
2020-01-01,Malaysia,male,10-14,chinese,294.5
2020-01-01,Malaysia,male,15-19,chinese,267.9
2020-01-01,Malaysia,male,20-24,chinese,250.2
2020-01-01,Malaysia,male,25-29,chinese,247.5
2020-01-01,Malaysia,male,30-34,chinese,263.2
2020-01-01,Malaysia,male,35-39,chinese,291.9
2020-01-01,Malaysia,male,40-44,chinese,270.1
2020-01-01,Malaysia,male,45-49,chinese,248.6
2020-01-01,Malaysia,male,50-54,chinese,220.6
2020-01-01,Malaysia,male,55-59,chinese,216.8
2020-01-01,Malaysia,male,60-64,chinese,176.7
2020-01-01,Malaysia,male,65-69,chinese,115.5
2020-01-01,Malaysia,male,70-74,chinese,86.0
2020-01-01,Malaysia,male,75-79,chinese,48.7
2020-01-01,Malaysia,male,80-84,chinese,29.4
2020-01-01,Malaysia,male,85+,chinese,15.7
2020-01-01,Malaysia,female,overall_age,chinese,3374.6
2020-01-01,Malaysia,female,0-4,chinese,204.2
2020-01-01,Malaysia,female,5-9,chinese,245.8
2020-01-01,Malaysia,female,10-14,chinese,269.9
2020-01-01,Malaysia,female,15-19,chinese,245.9
2020-01-01,Malaysia,female,20-24,chinese,234.8
2020-01-01,Malaysia,female,25-29,chinese,241.0
2020-01-01,Malaysia,female,30-34,chinese,266.0
2020-01-01,Malaysia,female,35-39,chinese,286.4
2020-01-01,Malaysia,female,40-44,chinese,254.5
2020-01-01,Malaysia,female,45-49,chinese,233.3
2020-01-01,Malaysia,female,50-54,chinese,215.3
2020-01-01,Malaysia,female,55-59,chinese,200.1
2020-01-01,Malaysia,female,60-64,chinese,170.3
2020-01-01,Malaysia,female,65-69,chinese,116.2
2020-01-01,Malaysia,female,70-74,chinese,88.2
2020-01-01,Malaysia,female,75-79,chinese,51.5
2020-01-01,Malaysia,female,80-84,chinese,33.2
2020-01-01,Malaysia,female,85+,chinese,18.1
2020-01-01,Malaysia,overall_sex,overall_age,indian,1998.8
2020-01-01,Malaysia,overall_sex,0-4,indian,124.9
2020-01-01,Malaysia,overall_sex,5-9,indian,152.3
2020-01-01,Malaysia,overall_sex,10-14,indian,169.1
2020-01-01,Malaysia,overall_sex,15-19,indian,167.0
2020-01-01,Malaysia,overall_sex,20-24,indian,159.3
2020-01-01,Malaysia,overall_sex,25-29,indian,160.2
2020-01-01,Malaysia,overall_sex,30-34,indian,169.1
2020-01-01,Malaysia,overall_sex,35-39,indian,175.0
2020-01-01,Malaysia,overall_sex,40-44,indian,149.8
2020-01-01,Malaysia,overall_sex,45-49,indian,126.6
2020-01-01,Malaysia,overall_sex,50-54,indian,111.8
2020-01-01,Malaysia,overall_sex,55-59,indian,108.1
2020-01-01,Malaysia,overall_sex,60-64,indian,84.9
2020-01-01,Malaysia,overall_sex,65-69,indian,61.8
2020-01-01,Malaysia,overall_sex,70-74,indian,40.6
2020-01-01,Malaysia,overall_sex,75-79,indian,18.8
2020-01-01,Malaysia,overall_sex,80-84,indian,11.2
2020-01-01,Malaysia,overall_sex,85+,indian,8.3
2020-01-01,Malaysia,male,overall_age,indian,1007.4
2020-01-01,Malaysia,male,0-4,indian,62.4
2020-01-01,Malaysia,male,5-9,indian,79.1
2020-01-01,Malaysia,male,10-14,indian,87.0
2020-01-01,Malaysia,male,15-19,indian,87.1
2020-01-01,Malaysia,male,20-24,indian,82.3
2020-01-01,Malaysia,male,25-29,indian,80.4
2020-01-01,Malaysia,male,30-34,indian,85.5
2020-01-01,Malaysia,male,35-39,indian,90.0
2020-01-01,Malaysia,male,40-44,indian,77.2
2020-01-01,Malaysia,male,45-49,indian,63.0
2020-01-01,Malaysia,male,50-54,indian,55.1
2020-01-01,Malaysia,male,55-59,indian,53.3
2020-01-01,Malaysia,male,60-64,indian,39.9
2020-01-01,Malaysia,male,65-69,indian,29.3
2020-01-01,Malaysia,male,70-74,indian,18.5
2020-01-01,Malaysia,male,75-79,indian,8.6
2020-01-01,Malaysia,male,80-84,indian,5.2
2020-01-01,Malaysia,male,85+,indian,3.7
2020-01-01,Malaysia,female,overall_age,indian,991.3
2020-01-01,Malaysia,female,0-4,indian,62.5
2020-01-01,Malaysia,female,5-9,indian,73.2
2020-01-01,Malaysia,female,10-14,indian,82.1
2020-01-01,Malaysia,female,15-19,indian,79.9
2020-01-01,Malaysia,female,20-24,indian,77.1
2020-01-01,Malaysia,female,25-29,indian,79.8
2020-01-01,Malaysia,female,30-34,indian,83.6
2020-01-01,Malaysia,female,35-39,indian,85.1
2020-01-01,Malaysia,female,40-44,indian,72.6
2020-01-01,Malaysia,female,45-49,indian,63.6
2020-01-01,Malaysia,female,50-54,indian,56.7
2020-01-01,Malaysia,female,55-59,indian,54.8
2020-01-01,Malaysia,female,60-64,indian,45.0
2020-01-01,Malaysia,female,65-69,indian,32.6
2020-01-01,Malaysia,female,70-74,indian,22.1
2020-01-01,Malaysia,female,75-79,indian,10.2
2020-01-01,Malaysia,female,80-84,indian,6.1
2020-01-01,Malaysia,female,85+,indian,4.6
2020-01-01,Malaysia,overall_sex,overall_age,other_citizen,215.6
2020-01-01,Malaysia,overall_sex,0-4,other_citizen,16.6
2020-01-01,Malaysia,overall_sex,5-9,other_citizen,17.9
2020-01-01,Malaysia,overall_sex,10-14,other_citizen,13.7
2020-01-01,Malaysia,overall_sex,15-19,other_citizen,20.5
2020-01-01,Malaysia,overall_sex,20-24,other_citizen,20.1
2020-01-01,Malaysia,overall_sex,25-29,other_citizen,21.3
2020-01-01,Malaysia,overall_sex,30-34,other_citizen,23.5
2020-01-01,Malaysia,overall_sex,35-39,other_citizen,19.3
2020-01-01,Malaysia,overall_sex,40-44,other_citizen,14.2
2020-01-01,Malaysia,overall_sex,45-49,other_citizen,11.0
2020-01-01,Malaysia,overall_sex,50-54,other_citizen,9.1
2020-01-01,Malaysia,overall_sex,55-59,other_citizen,7.9
2020-01-01,Malaysia,overall_sex,60-64,other_citizen,6.2
2020-01-01,Malaysia,overall_sex,65-69,other_citizen,6.5
2020-01-01,Malaysia,overall_sex,70-74,other_citizen,4.0
2020-01-01,Malaysia,overall_sex,75-79,other_citizen,2.0
2020-01-01,Malaysia,overall_sex,80-84,other_citizen,0.9
2020-01-01,Malaysia,overall_sex,85+,other_citizen,1.0
2020-01-01,Malaysia,male,overall_age,other_citizen,116.7
2020-01-01,Malaysia,male,0-4,other_citizen,8.6
2020-01-01,Malaysia,male,5-9,other_citizen,9.3
2020-01-01,Malaysia,male,10-14,other_citizen,7.3
2020-01-01,Malaysia,male,15-19,other_citizen,11.8
2020-01-01,Malaysia,male,20-24,other_citizen,11.2
2020-01-01,Malaysia,male,25-29,other_citizen,12.2
2020-01-01,Malaysia,male,30-34,other_citizen,13.6
2020-01-01,Malaysia,male,35-39,other_citizen,10.7
2020-01-01,Malaysia,male,40-44,other_citizen,7.5
2020-01-01,Malaysia,male,45-49,other_citizen,5.5
2020-01-01,Malaysia,male,50-54,other_citizen,4.6
2020-01-01,Malaysia,male,55-59,other_citizen,4.0
2020-01-01,Malaysia,male,60-64,other_citizen,3.4
2020-01-01,Malaysia,male,65-69,other_citizen,3.3
2020-01-01,Malaysia,male,70-74,other_citizen,2.0
2020-01-01,Malaysia,male,75-79,other_citizen,0.8
2020-01-01,Malaysia,male,80-84,other_citizen,0.4
2020-01-01,Malaysia,male,85+,other_citizen,0.5
2020-01-01,Malaysia,female,overall_age,other_citizen,98.9
2020-01-01,Malaysia,female,0-4,other_citizen,8.0
2020-01-01,Malaysia,female,5-9,other_citizen,8.5
2020-01-01,Malaysia,female,10-14,other_citizen,6.4
2020-01-01,Malaysia,female,15-19,other_citizen,8.7
2020-01-01,Malaysia,female,20-24,other_citizen,8.9
2020-01-01,Malaysia,female,25-29,other_citizen,9.1
2020-01-01,Malaysia,female,30-34,other_citizen,9.9
2020-01-01,Malaysia,female,35-39,other_citizen,8.6
2020-01-01,Malaysia,female,40-44,other_citizen,6.7
2020-01-01,Malaysia,female,45-49,other_citizen,5.5
2020-01-01,Malaysia,female,50-54,other_citizen,4.5
2020-01-01,Malaysia,female,55-59,other_citizen,3.8
2020-01-01,Malaysia,female,60-64,other_citizen,2.8
2020-01-01,Malaysia,female,65-69,other_citizen,3.1
2020-01-01,Malaysia,female,70-74,other_citizen,2.0
2020-01-01,Malaysia,female,75-79,other_citizen,1.2
2020-01-01,Malaysia,female,80-84,other_citizen,0.5
2020-01-01,Malaysia,female,85+,other_citizen,0.5
2020-01-01,Malaysia,overall_sex,overall_age,other_noncitizen,2691.1
2020-01-01,Malaysia,overall_sex,0-4,other_noncitizen,190.0
2020-01-01,Malaysia,overall_sex,5-9,other_noncitizen,149.9
2020-01-01,Malaysia,overall_sex,10-14,other_noncitizen,71.6
2020-01-01,Malaysia,overall_sex,15-19,other_noncitizen,141.9
2020-01-01,Malaysia,overall_sex,20-24,other_noncitizen,376.9
2020-01-01,Malaysia,overall_sex,25-29,other_noncitizen,492.2
2020-01-01,Malaysia,overall_sex,30-34,other_noncitizen,407.2
2020-01-01,Malaysia,overall_sex,35-39,other_noncitizen,297.5
2020-01-01,Malaysia,overall_sex,40-44,other_noncitizen,197.1
2020-01-01,Malaysia,overall_sex,45-49,other_noncitizen,116.7
2020-01-01,Malaysia,overall_sex,50-54,other_noncitizen,63.1
2020-01-01,Malaysia,overall_sex,55-59,other_noncitizen,37.6
2020-01-01,Malaysia,overall_sex,60-64,other_noncitizen,24.3
2020-01-01,Malaysia,overall_sex,65-69,other_noncitizen,52.9
2020-01-01,Malaysia,overall_sex,70-74,other_noncitizen,28.0
2020-01-01,Malaysia,overall_sex,75-79,other_noncitizen,15.4
2020-01-01,Malaysia,overall_sex,80-84,other_noncitizen,12.2
2020-01-01,Malaysia,overall_sex,85+,other_noncitizen,16.5
2020-01-01,Malaysia,male,overall_age,other_noncitizen,1872.5
2020-01-01,Malaysia,male,0-4,other_noncitizen,100.0
2020-01-01,Malaysia,male,5-9,other_noncitizen,79.2
2020-01-01,Malaysia,male,10-14,other_noncitizen,37.7
2020-01-01,Malaysia,male,15-19,other_noncitizen,87.0
2020-01-01,Malaysia,male,20-24,other_noncitizen,269.0
2020-01-01,Malaysia,male,25-29,other_noncitizen,373.7
2020-01-01,Malaysia,male,30-34,other_noncitizen,317.6
2020-01-01,Malaysia,male,35-39,other_noncitizen,226.8
2020-01-01,Malaysia,male,40-44,other_noncitizen,145.7
2020-01-01,Malaysia,male,45-49,other_noncitizen,83.9
2020-01-01,Malaysia,male,50-54,other_noncitizen,43.2
2020-01-01,Malaysia,male,55-59,other_noncitizen,25.0
2020-01-01,Malaysia,male,60-64,other_noncitizen,16.2
2020-01-01,Malaysia,male,65-69,other_noncitizen,27.7
2020-01-01,Malaysia,male,70-74,other_noncitizen,15.4
2020-01-01,Malaysia,male,75-79,other_noncitizen,8.5
2020-01-01,Malaysia,male,80-84,other_noncitizen,6.6
2020-01-01,Malaysia,male,85+,other_noncitizen,9.2
2020-01-01,Malaysia,female,overall_age,other_noncitizen,818.6
2020-01-01,Malaysia,female,0-4,other_noncitizen,90.0
2020-01-01,Malaysia,female,5-9,other_noncitizen,70.8
2020-01-01,Malaysia,female,10-14,other_noncitizen,33.9
2020-01-01,Malaysia,female,15-19,other_noncitizen,54.9
2020-01-01,Malaysia,female,20-24,other_noncitizen,107.9
2020-01-01,Malaysia,female,25-29,other_noncitizen,118.5
2020-01-01,Malaysia,female,30-34,other_noncitizen,89.5
2020-01-01,Malaysia,female,35-39,other_noncitizen,70.7
2020-01-01,Malaysia,female,40-44,other_noncitizen,51.4
2020-01-01,Malaysia,female,45-49,other_noncitizen,32.7
2020-01-01,Malaysia,female,50-54,other_noncitizen,19.9
2020-01-01,Malaysia,female,55-59,other_noncitizen,12.6
2020-01-01,Malaysia,female,60-64,other_noncitizen,8.1
2020-01-01,Malaysia,female,65-69,other_noncitizen,25.2
2020-01-01,Malaysia,female,70-74,other_noncitizen,12.6
2020-01-01,Malaysia,female,75-79,other_noncitizen,6.9
2020-01-01,Malaysia,female,80-84,other_noncitizen,5.6
2020-01-01,Malaysia,female,85+,other_noncitizen,7.3
2021-01-01,Malaysia,overall_sex,overall_age,overall_ethnicity,32576.3
2021-01-01,Malaysia,overall_sex,0-4,overall_ethnicity,2445.5
2021-01-01,Malaysia,overall_sex,5-9,overall_ethnicity,2639.5
2021-01-01,Malaysia,overall_sex,10-14,overall_ethnicity,2600.1
2021-01-01,Malaysia,overall_sex,15-19,overall_ethnicity,2800.7
2021-01-01,Malaysia,overall_sex,20-24,overall_ethnicity,2893.0
2021-01-01,Malaysia,overall_sex,25-29,overall_ethnicity,2851.7
2021-01-01,Malaysia,overall_sex,30-34,overall_ethnicity,2865.5
2021-01-01,Malaysia,overall_sex,35-39,overall_ethnicity,2777.9
2021-01-01,Malaysia,overall_sex,40-44,overall_ethnicity,2267.2
2021-01-01,Malaysia,overall_sex,45-49,overall_ethnicity,1870.2
2021-01-01,Malaysia,overall_sex,50-54,overall_ethnicity,1605.5
2021-01-01,Malaysia,overall_sex,55-59,overall_ethnicity,1460.8
2021-01-01,Malaysia,overall_sex,60-64,overall_ethnicity,1208.7
2021-01-01,Malaysia,overall_sex,65-69,overall_ethnicity,951.3
2021-01-01,Malaysia,overall_sex,70-74,overall_ethnicity,645.0
2021-01-01,Malaysia,overall_sex,75-79,overall_ethnicity,353.6
2021-01-01,Malaysia,overall_sex,80-84,overall_ethnicity,201.2
2021-01-01,Malaysia,overall_sex,85+,overall_ethnicity,139.1
2021-01-01,Malaysia,male,overall_age,overall_ethnicity,17000.5
2021-01-01,Malaysia,male,0-4,overall_ethnicity,1249.8
2021-01-01,Malaysia,male,5-9,overall_ethnicity,1363.3
2021-01-01,Malaysia,male,10-14,overall_ethnicity,1347.6
2021-01-01,Malaysia,male,15-19,overall_ethnicity,1470.8
2021-01-01,Malaysia,male,20-24,overall_ethnicity,1554.7
2021-01-01,Malaysia,male,25-29,overall_ethnicity,1560.0
2021-01-01,Malaysia,male,30-34,overall_ethnicity,1538.7
2021-01-01,Malaysia,male,35-39,overall_ethnicity,1471.3
2021-01-01,Malaysia,male,40-44,overall_ethnicity,1209.1
2021-01-01,Malaysia,male,45-49,overall_ethnicity,964.4
2021-01-01,Malaysia,male,50-54,overall_ethnicity,813.7
2021-01-01,Malaysia,male,55-59,overall_ethnicity,738.4
2021-01-01,Malaysia,male,60-64,overall_ethnicity,607.4
2021-01-01,Malaysia,male,65-69,overall_ethnicity,471.2
2021-01-01,Malaysia,male,70-74,overall_ethnicity,313.4
2021-01-01,Malaysia,male,75-79,overall_ethnicity,166.8
2021-01-01,Malaysia,male,80-84,overall_ethnicity,92.0
2021-01-01,Malaysia,male,85+,overall_ethnicity,67.9
2021-01-01,Malaysia,female,overall_age,overall_ethnicity,15575.8
2021-01-01,Malaysia,female,0-4,overall_ethnicity,1195.8
2021-01-01,Malaysia,female,5-9,overall_ethnicity,1276.2
2021-01-01,Malaysia,female,10-14,overall_ethnicity,1252.5
2021-01-01,Malaysia,female,15-19,overall_ethnicity,1329.9
2021-01-01,Malaysia,female,20-24,overall_ethnicity,1338.2
2021-01-01,Malaysia,female,25-29,overall_ethnicity,1291.7
2021-01-01,Malaysia,female,30-34,overall_ethnicity,1326.9
2021-01-01,Malaysia,female,35-39,overall_ethnicity,1306.6
2021-01-01,Malaysia,female,40-44,overall_ethnicity,1058.1
2021-01-01,Malaysia,female,45-49,overall_ethnicity,905.8
2021-01-01,Malaysia,female,50-54,overall_ethnicity,791.8
2021-01-01,Malaysia,female,55-59,overall_ethnicity,722.4
2021-01-01,Malaysia,female,60-64,overall_ethnicity,601.3
2021-01-01,Malaysia,female,65-69,overall_ethnicity,480.1
2021-01-01,Malaysia,female,70-74,overall_ethnicity,331.6
2021-01-01,Malaysia,female,75-79,overall_ethnicity,186.8
2021-01-01,Malaysia,female,80-84,overall_ethnicity,109.2
2021-01-01,Malaysia,female,85+,overall_ethnicity,71.1
2021-01-01,Malaysia,overall_sex,overall_age,bumi_malay,17248.4
2021-01-01,Malaysia,overall_sex,0-4,bumi_malay,1485.0
2021-01-01,Malaysia,overall_sex,5-9,bumi_malay,1530.9
2021-01-01,Malaysia,overall_sex,10-14,bumi_malay,1446.3
2021-01-01,Malaysia,overall_sex,15-19,bumi_malay,1601.5
2021-01-01,Malaysia,overall_sex,20-24,bumi_malay,1540.2
2021-01-01,Malaysia,overall_sex,25-29,bumi_malay,1387.5
2021-01-01,Malaysia,overall_sex,30-34,bumi_malay,1453.7
2021-01-01,Malaysia,overall_sex,35-39,bumi_malay,1425.7
2021-01-01,Malaysia,overall_sex,40-44,bumi_malay,1144.5
2021-01-01,Malaysia,overall_sex,45-49,bumi_malay,934.1
